sentence,snippets,target,sentiment_score,aspects,format,label, contextualized_sentence
AB InBev to sell more SAB assets as seeks EU deal approval,['to sell more SAB assets as seeks'],SAB,-0.079,['Corporate/M&A/M&A'],headline,1
"HSBC shakes up board with two new business chiefs, three departures","['shakes up board with two new business chiefs, three departures']",HSBC,-0.074,['Corporate/Appointment'],headline,1
"Saudi Aramco, Shell plan to break up Motiva, divide up assets","['Shell plan to break up Motiva, divide up assets']",Saudi Aramco,-0.142,['Corporate/Strategy/Reorganization'],headline,2
$RAD All my charts are flashing oversold.,['All my charts are flashing oversold.'],RAD,-0.011,['Stock/Price Action/Current Price/Oversold'],post,1
NetApp downgraded by Macquarie to underperform. $22.00 PT. https://t.co/XCNgws0t4q $NTAP #NTAP via @RatingsNetwork,['downgraded by Macquarie to underperform'],NTAP,-0.574,['Stock/Coverage/AnalystRatings/Downgrade'],post,2
Multi Top on $MCD chart finally leads to a fall in price.  Stability is questioned in the stock but coming weeks will tell.,['chart finally leads to a fall in price'],MCD,-0.474,['Stock/Technical Analysis'],post,2
EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,['Dismisses Lufthansa Low-Cost Plan in Contest for Germany'],Lufthansa,-0.227,['Corporate/Risks/Price Competition'],headline,2
$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.,['Resistance 10 points north at 200d and downward trendline'],GLD,-0.143,['Stock/Technical Analysis'],post,2
$ROST Nov 90 calls 2.08 .. Go Long until exp imo ! Unless europeans keeps F'ing around !,['Go Long until exp imo'],ROST,0.414,['Stock/Price Action/Bullish'],post,0
@mugatushair Now it is time to short $TSLA,['Now it is time to short'],TSLA,-0.385,['Stock/Price Action/Volatility/Short Selling'],post,2
"European shares plunge, roiled by BHP and oil; hopes turn to ECB","['shares plunge,']",BHP,-0.736,['Economy/Central Banks/?'],headline,2
"$RXII Tang really is toxic, they keep bringing the share price down. At least they could let it climb a little before dragging it down.",['they keep bringing the share price down'],RXII,-0.507,['Stock/Price Action/Bearish'],post,2
Legal & General share price: Finance chief to step down,['Finance chief to step down'],Legal & General,-0.166,['Corporate/Appointment'],headline,2
Valeant Said to Name New CEO With Pearson Still Hospitalized,['Said to Name New CEO With Pearson Still Hospitalized'],Valeant,0.015,['Corporate/Appointment'],headline,1
Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,['Sales boost'],Tesco,-0.41,['Corporate/Sales/Sales'],headline,2
$AWR Standard & Poor's Affirms 'A+' Credit Rating at American States Water Company and Golden State Water Company http://stks.co/f2P94,"[""Affirms 'A+' Credit Rating""]",AWR,0.526,['Stock/Coverage/Credit Rating'],post,0
"78 users on Vetr are bearish on Tesla Motors, Inc., indicating a SELL Rating (2 stars) for $TSLA https://t.co/vVpzqCXsNJ",['indicating a SELL Rating'],TSLA,-0.485,['Stock/Coverage/AnalystRatings/Downgrade'],post,2
Is #Facebook's user engagement falling? https://t.co/tqMMt7N16X $FB https://t.co/sedqRWgdkt,"[""Is #Facebook's user engagement falling?""]",FB,-0.39,['Corporate/Strategy/Business Outlook'],post,2
"BHP Billiton posts big loss, slashes dividend",['slashes dividend'],BHP Billiton,-0.938,['Corporate/Dividend Policy'],headline,2
Petrofac share price rises despite ÃÂ£30m costs on North Sea project,['share price rise'],Petrofac,0.09,['Stock/Price Action'],headline,1
U.S. Debt Lures Schroders as ECB Depresses Rates,['as ECB Depresses Rates'],Schroders,0.048,['Economy/Central Banks'],headline,1
"$YHOO fishy action. New party interested (DailyMail) bounce & retreats. Not short by any means, but action questions big up move. Thoughts?","['bounce & retreats. Not short by any means, but action questions big up move.']",YHOO,-0.043,['Stock/Price Action'],post,1
$V A potential bearish shark pattern if point B $226 to be taken out. http://stks.co/i0GGH,['A potential bearish shark pattern'],V,-0.326,['Stock/Technical Analysis'],post,2
UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,['rejects AB InBev's $104 bln takeover approach'],SAB Miller,0.172,['Corporate/M&A/Proposed Merger'],headline,0
RT @bman1 $LNG looks primed also $EGHT poised to run too...,['poised to run too'],LNG,0.381,['Stock/Price Action/Bullish'],post,0
New Credit Suisse boss faces stiff challenge in Asia,['boss faces stiff challenge'],Credit Suisse,-0.181,['Corporate/Risks'],headline,2
$PRLB hanging tough in down market due to analyst upgrades last week. Up almost 3%.,['analyst upgrades last week'],PRLB,0.394,['Stock/Coverage/AnalystRatings/Upgrade'],post,0
Royal Mail turnaround proving expensive in tough UK market,['in tough UK market'],Royal Mail,-0.057,['Market/Market'],headline,1
"Royal Mail, Johnson Matthey lead FTSE lower",['lead FTSE lower'],Royal Mail,-0.438,['Market/Market/Market Trend'],headline,2
Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST,['dividend - 3%'],GOOG,-0.066,['Corporate/Dividend Policy'],post,1
$DMND green and moving,['green and moving'],DMND,0.477,['Stock/Price Action/Bullish'],post,0
$REN bottoming out again.. Good time to buy,['bottoming out again.. Good time to buy'],REN,0.587,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
Breakingviews: IAG can pay more for Aer Lingus,['IAG can pay more for Aer Lingus'],IAG,0.12,['Corporate/M&A/M&A'],headline,0
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.","['Numbers looked good, not great, but good']",LULU,0.011,['Stock/Fundamentals'],post,1
$BBRY hearing rumours of a major joint venture announcement.,['hearing rumours of a major joint venture announcement'],BBRY,0.427,['Corporate/Rumors'],post,0
$PCLN runs into the 50sma on the acquisition news,['acquisition news'],PCLN,0.486,['Corporate/M&A/M&A'],post,0
$PAY 2nd time test of the 21.20-30 b/o zone.  Still not breaking out.  Moved my stop up to 20.80.,['Still not breaking out'],PAY,0.093,['Stock/Price Action'],post,1
$CTRP breaking out https://t.co/Z2je3rTKch,['breaking out'],CTRP,0.364,['Stock/Price Action/Bullish'],post,0
Do it for me' trend underpins UK sales growth at Kingfisher,['UK sales growth'],Kingfisher,0.304,['Corporate/Sales'],headline,0
CompaniesHoward Davies appointment as RBS director delayed,['appointment as RBS director delayed'],RBS,-0.025,['Corporate/Appointment'],headline,1
Starbucks shares down as much as ~4.2% $SBUX https://t.co/JlgrprR54k,['shares down as much as ~4.2%'],SBUX,-0.383,['Stock/Price Action/Bearish/Bearish Behavior'],post,2
volatility squeeze in $AAPL. I hope it gets resolved to the upside,['volatility squeeze'],AAPL,0.042,['Market/Volatility],post,1
"$TYC just about to break out to new highs, lots of technicals looking great right now.",['just about to break out to new highs'],TYC,0.602,['Stock/Price Action/Bullish'],post,0
"$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.",['Going lower. Forget about it or go short.'],SLV,-0.631,['Stock/Price Action/Bearish/Bearish Behavior'],post,2
"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol",['get ready for suspended dividend'],RIG,-0.023,['Corporate/Dividend Policy'],post,1
"$AGN and $PYPL under pressure along with the market, however there were bullish options trades in both this morning https://t.co/9xG5W8nONT",['under pressure along with the market'],PYPL,0.014,['Stock/Price Action/Bearish/Bearish Behavior'],post,1
Rio Tinto CEO says iron ore market at equilibrium,['iron ore market at equilibrium'],Rio Tinto,0.0,['Market/Market'],headline,1
Sainsbury CFO Rogers to Replace Home Retail CEO Walden,['to Replace Home Retail CEO Walden'],Home Retail,0.0,['Corporate/Appointment'],headline,1
Deutsche Bank cuts $SBUX,['Deutsche Bank cuts'],SBUX,-0.539,['Stock/Coverage/AnalystRatings/Downgrade'],post,2
RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,['to Scrap U.K. Treasury's Dividend Rights'],RBS,0.066,['Corporate/Dividend Policy'],headline,1
Johnson Matthey profit falls but dividend rises,['but dividend rises'],Johnson Matthey,0.0,['Corporate/Dividend Policy'],headline,1
UPDATE 1-Engineering firm Smiths Group confirms CEO appointment,['confirms CEO appointment'],Morrissons,0.078,['Corporate/Appointment'],headline,1
Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,['picks Standard Bank's Hemphill as new CEO'],Standard Bank,0.025,['Corporate/Appointment/Executive Appointment'],headline,1
"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj","['Recalls 2,700 Model X Vehicles']",TSLA,-0.336,['Corporate/Risks/Product Recall'],post,2
"$GILD Sandbagged the guidance so the can use that last 3 billion up.  CC was cautiously optimistic, wait til Next ER for confirmation",['Sandbagged the guidance'],GILD,-0.083,['Corporate/Financial/Financial Results/Earnings/Company Guidance'],post,1
Is It Worth Investing In Tesco PLC And Prudential plc Now?,['Investing In Tesco PLC And Prudential plc Now?'],Tesco PLC,0.161,['Corporate/Strategy/Investment'],headline,0
Sanofi poaches AstraZeneca scientist as new research head,['Sanofi poaches AstraZeneca scientist'],Sanofi,0.066,['Corporate/Appointment/Executive Appointment'],headline,1
RSA Insurance Hires Towergate's Egan as Chief Financial Officer,['Insurance Hires Towergate's Egan as Chief Financial Officer'],Towergate,0.002,['Corporate/Appointment/Executive Appointment'],headline,1
$SPY extreme win today - 2 cents above 2009  low on 10-year and $SPY up 2 percent - life is a bowl of cherries - great short setting up $$,['great short setting up'],SPY,-0.406,['Stock/Price Action'],post,2
"METALS-Zinc surges 12 pct after Glencore cuts output, fuelling metals rally",['METALS-Zinc surges 12 pct after'],Glencore,0.162,['Market/Volatility'],headline,0
GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,['share price'],GlaxoSmithKline,-0.408,['Stock/Price Action'],headline,2
$AMZN Going thru the roof needs a sell!,['Going thru the roof needs a sell!'],AMZN,0.441,['Stock/Price Action'],post,0
"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",['fail to find reserves'],Royal Dutch Shell,-0.402,['Corporate/Risks'],headline,2
$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,['key is to breakout above 460 on solid volume'],AAPL,0.123,['Stock/Technical Analysis/Breakout'],post,0
Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,"[""Watch these bancos.they're holding up relatively well""]",XLF,0.394,['Stock/Price Action'],post,0
British American Tobacco first-half sales hurt by currency moves,['hurt by currency moves'],British American Tobacco,-0.346,['Market/Currency'],headline,2
"Went long on this $COG, will see 70's again me thinks",['Went long on this'],COG,0.574,['Stock/Price Action/Bullish/Bull Position'],post,0
"$SSYS just re-tested lows . Should rise steadily from here. It hit $81 just 21 trading days ago, and $130.86 on Sept 18. It'll do it again.",['just re-tested lows . Should rise steadily from here'],SSYS,0.395,['Stock/Price Action/Bullish'],post,0
AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,['AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK'],Daiichi Sankyo,0.361,['Corporate/Sales/Partnership'],headline,0
"FDA panel backs safety updates for AstraZeneca, Takeda drugs",['backs safety updates for AstraZenec'],AstraZeneca,0.143,['Corporate/Regulatory'],headline,0
I am not optimistic about $amzn both fundementals and charts look like poopoo this quarter.,['both fundementals and charts look like poopoo this quarter.'],AMZN,-0.506,['Stock/Price Action/Bearish'],post,2
CompaniesDiageo stays neutral on India boardroom turmoil,['India boardroom turmoil'],Diageo,0.0,['Corporate/Risks'],headline,1
$CDTI bounce here on support or H&S setup this area is very important for bulls to not lose http://stks.co/c0mf3,['bounce here on support or H&S setup this area is very important for bulls'],CDTI,0.374,['Stock/Price Action'],post,0
$TRIP maintains Neutral rating at JP Morgan- PT cut $61 from $66,['maintains Neutral rating'],TRIP,-0.019,['Stock/Coverage/AnalystRatings'],post,1
US sanctions put Gazprom-Shell alliance plans in jeopardy,['US sanctions put '],Shell,-0.314,['Economy/Trade/Sanctions'],headline,2
"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.",['finally breaking under'],AAPL,-0.2,['Stock/Price Action/Bearish/Bearish Behavior'],post,2
$AMZN new HOD with conviction keeping $570 on watch for Resistance.,['new HOD with conviction'],AMZN,0.529,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
$BABA may take a few days wks months watch what happened to $FB $TWTR after they IPO. mrkt needs to washout. to hunt well need 2 wait stalk.,['mrkt needs to washout. to hunt well need 2 wait stalk.'],TWTR,-0.055,['Stock/Price Action'],post,1
"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",['Should You Buy....?'],Centrica PLC,0.1,['Corporate/Rumors/Scoop'],headline,1
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,['Bearish Trader bets $550K that Stock Will Sell Off'],BA,-0.493,['Stock/Price Action/Bearish/Bear Position'],post,2
$TSLA weakest in todays DT watchlist,['weakest in todays DT watchlist'],TSLA,-0.383,['Stock/Price Action/Bearish'],post,2
Should You Follow Berkshire Hathaway Into Apple Stock?,['Should You Follow Berkshire Hathaway Into Apple Stock?'],Berkshire Hathaway,0.0,['Corporate/Rumors/Scoop'],headline,1
$tsla X recall not a big deal... the problem is now they will have an excuse to guide way way lower...,['recall not a big deal'],TSLA,0.003,['Corporate/Risks/Product Recall'],post,1
Tesco share price steady as analysts weigh in on results,['share price steady'],Tesco,0.052,['Stock/Price Action'],headline,1
$tsla bad day to short,['bad day to short'],TSLA,0.45,['Stock/Price Action/Bullish'],post,0
Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,['Market Report: Eight-day rally ends for FTSE 100'],Standard Chartered,0.008,['Market/Market'],headline,1
"UPDATE 1-SABMiller 2nd-quarter underlying sales rise, forex impacts margins",[' underlying sales rise'],SABMiller,0.043,['Corporate/Sales/Sales'],headline,1
$ELN longs...congrats...another HOD,['longs...congrats...another HOD'],ELN,0.445,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
Glencore blames rivals for creating metals glut,['blames rivals'],Glencore,-0.331,['Corporate/Risks'],headline,2
Barclays poised to replace Sir Mike Rake as he heads for exit,['poised to replace Sir Mike Rake as he heads for exit'],Barclays,0.077,['Corporate/Appointment'],headline,1
$AAPL Action into the close indicates that $AAPL probably hit a near term high.  Momentum slowing after a huge run.,['Momentum slowing after a huge run.'],AAPL,0.124,['Stock/Price Action'],post,0
BG Group appoints new CEO one month early,['appoints new CEO'],BG Group,0.069,['Corporate/Appointment'],headline,1
$mako hanging in well today. still in a basing pattern. have eyes on it,['hanging in well today. still in a basing pattern'],MAKO,0.195,['Stock/Price Action/Bullish'],post,0
"$AAPL AAPL: Gundlach Slams iPad mini, Sees Downside to $425. http://stks.co/bDqV","['Gundlach Slams iPad mini, Sees Downside']",AAPL,-0.325,['Stock/Coverage/AnalystRatings/Downgrade'],post,2
Shire to buy NPS for $5.2 billion to boost rare disease drugs,['Shire to buy NPS for $5.2 billion to boost rare disease drugs'],Shire,0.235,['Corporate/M&A/M&A'],headline,0
$FB Dax says bye bye 2013 - finished a great yr w 28% plus!,['finished a great yr w 28% plus!'],FB,0.319,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
$TNH Looks like an explosive setup if it can break the 20EMA and 105 level http://stks.co/b1SVH,['Looks like an explosive setup if it can break the 20EMA'],TNH,0.348,['Stock/Price Action/Bullish'],post,0
$FB SHIFTING ON THE 15 MINUTE HERE - SUSPECT TO TAKE HIGHS,['SUSPECT TO TAKE HIGHS'],FB,0.442,['Stock/Price Action/Bullish/Bullish Behavior'],post,0
Arm slammed by handset sales outlook,['sales outlook'],Arm,-0.41,['Corporate/Sales'],headline,2
"$FAST $GWW - daily sales slowing again, pretty timely coincident indicator https://t.co/m6BKHBkzK5",['daily sales slowing again'],GWW,-0.105,['Corporate/Sales'],post,2
FDA Approves AstraZeneca's Iressa As Lung Cancer Treatment,['FDA Approves AstraZeneca's Iressa'],AstraZeneca,0.42,['Corporate/Regulatory'],headline,0
energy still failing to close above the 10D MA.  continues to stand out weak $XLE,['still failing to close above the 10D MA'],XLE,-0.517,['Stock/Technical Analysis'],post,2
AstraZeneca's patent on asthma drug invalidated by US court,['invalidated by US court'],AstraZeneca,-0.656,['Corporate/Legal'],headline,2
$PRGN A bottom right here?,['A bottom right here?'],PRGN,0.041,['Stock/Price Action'],post,1
Intertek swings to ÃÂ£347 mln loss on oil's slump,['swings to ÃÂ£347 mln loss'],Intertek,-0.734,['Market/Volatility'],headline,2
RT @jan $ARNA Don't think buyout rumor strong enough too be driving this up just yet...when it is this may fly like aapl...// fly how high?,"[""Don't think buyout rumor strong enough""]",ARNA,-0.02,['Corporate/Rumors'],post,1
Barclays appoints JPMorgan's Paul Compton as new COO,['appoints JPMorgan's Paul Compton as new COO'],Barclays,0.036,['Corporate/Appointment'],headline,1
$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,"[""I'm glad I got stopped out of my""]",AAPL,0.089,['Stock/Price Action/Bearish/Bearish Behavior'],post,1
Tullow Oil Suspends Dividend Amid Oil Price Fall,['Suspends Dividend'],Tullow Oil,-0.498,['Corporate/Dividend Policy'],headline,2
